study_link_id	de_identification_method_type	license	image_modality	imaging_equipment_manufacturer	imaging_equipment_model	imaging_sofware	imaging_protocol	organ_or_tissue	tumor_tissue_type	tissue_fixative	embedding_medium	staining_method	objective	nominal_magnification	immersion	lens_numerical_aperture	working_distance	imaging_assay_type	pyramid	physical_size_x	physical_size_y	physical_size_z	size_c	size_t	size_x	size_y	size_z	channel_metadata_file_url_in_cds	type	file.file_id
img_1667	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica, Aperio AT2	Leica, Aperio AT2	ImageScope	dx.doi.org/10.17504/protocols.io.bsqjndun	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			20	Air	0.75		mIHC	True	0.5002	0.5002	0.5002	22.0	1.0	5761.0	2441.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/HTA9_3_Bx3_360940_ChannelMetadata.txt	image	dg.4DFC/63082e62-7e68-11ee-a303-37ed70d3c2c2
img_1668	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica, Aperio AT2	Leica, Aperio AT2	ImageScope	dx.doi.org/10.17504/protocols.io.bsqjndun	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			20	Air	0.75		mIHC	True	0.5002	0.5002	0.5002	18.0	1.0	7733.0	8069.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/HTA9_3_342291_ChannelMetadata.txt	image	dg.4DFC/6308532e-7e68-11ee-a03f-3f4a11199250
img_1669	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica, Aperio AT2	Leica, Aperio AT2	ImageScope	dx.doi.org/10.17504/protocols.io.bsqjndun	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			20	Air	0.75		mIHC	True	0.5002	0.5002	0.5002	22.0	1.0	2261.0	5681.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/HTA9_3_Bx3_360940_ChannelMetadata.txt	image	dg.4DFC/630877fa-7e68-11ee-8ecb-9f8c18214ad0
img_1670	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica, Aperio AT2	Leica, Aperio AT2	ImageScope	dx.doi.org/10.17504/protocols.io.bsqjndun	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			20	Air	0.75		mIHC	True	0.5002	0.5002	0.5002	22.0	1.0	4281.0	4561.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/HTA9_3_Bx3_360940_ChannelMetadata.txt	image	dg.4DFC/63089d5c-7e68-11ee-8750-3ffedda5ab2f
img_1671	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica, Aperio AT2	Leica, Aperio AT2	ImageScope	dx.doi.org/10.17504/protocols.io.bsqjndun	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown	Hematoxylin and Eosin Staining Method		20	Air	0.75													image	dg.4DFC/6308c124-7e68-11ee-912c-3f911e507300
img_1672	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.10.3+4.g5554220	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	32.0	1.0	16198.0	10463.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/45-5-147-immune.csv	image	dg.4DFC/6308e456-7e68-11ee-83fa-0f2d6c1a5cff
img_1673	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.11.1	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	OCT media	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	40.0	1.0	7509.0	7337.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/111-1-168-tumor.csv	image	dg.4DFC/630907ba-7e68-11ee-8f4c-7b49a525c192
img_1674	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.11.1	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	OCT media	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	40.0	1.0	9994.0	8388.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/111-2-168-immune.csv	image	dg.4DFC/63092e3e-7e68-11ee-a1f3-ffd61f96b049
img_1675	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.11.1	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	OCT media	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	40.0	1.0	14965.0	20885.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/111-1-168-tumor.csv	image	dg.4DFC/6309521a-7e68-11ee-bab8-77da8d525001
img_1676	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.11.1	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	OCT media	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	40.0	1.0	13735.0	16728.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/111-2-168-immune.csv	image	dg.4DFC/630975ec-7e68-11ee-b2d4-936fa33b084f
img_1677	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica, Aperio AT2	Leica, Aperio AT2	ImageScope	dx.doi.org/10.17504/protocols.io.bsqjndun	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			20	Air	0.75		mIHC	True	0.5002	0.5002	0.5002	22.0	1.0	5901.0	5081.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/HTA9_3_Bx3_360940_ChannelMetadata.txt	image	dg.4DFC/63099928-7e68-11ee-907a-2bac94763a40
img_1678	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.10.2	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	32.0	1.0	13725.0	10458.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/45-4-147-tumor.csv	image	dg.4DFC/6309bd4a-7e68-11ee-995d-9bb07f6d586f
img_1679	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.10.2	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	32.0	1.0	13727.0	9424.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/45-5-147-immune.csv	image	dg.4DFC/6309e0b8-7e68-11ee-bf2d-8bbbc5cad3d2
img_1680	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.10.2	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	32.0	1.0	13730.0	11510.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/45-4-147-tumor.csv	image	dg.4DFC/630a0534-7e68-11ee-bc4f-cb724e205ed9
img_1681	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.13.0	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	36.0	1.0	13735.0	12554.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/45-1-169-tumor.csv	image	dg.4DFC/630a28c0-7e68-11ee-b8ff-af15975ab498
img_1682	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.13.0	https://dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	36.0	1.0	13726.0	12565.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-ohsu/imaging_channel_data/45-2-169-immune.csv	image	dg.4DFC/630a4c60-7e68-11ee-a9c8-3fa73d14f983
img_1683		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://doi.org/10.1016/j.cell.2021.12.023											MIBI											image	dg.4DFC/630a7528-7e68-11ee-8ac5-fbb1213f9a17
img_1684		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630a9c10-7e68-11ee-aed8-434597623a72
img_1685		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630abfce-7e68-11ee-aa98-1baef187b7d7
img_1686		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630ae346-7e68-11ee-870a-d3dabc245b9b
img_1687		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630b0808-7e68-11ee-977d-a78aa2dce5f8
img_1688		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630b3170-7e68-11ee-92bf-1b7eabf6c5a0
img_1689		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630b552e-7e68-11ee-b924-a742ce0653fc
img_1690		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630b78a6-7e68-11ee-bb1c-63088b334eb1
img_1691		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630b9d9a-7e68-11ee-b81a-33e08dee1cf0
img_1692		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630bc194-7e68-11ee-a914-5fe2a04b3f33
img_1693		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630be53e-7e68-11ee-a35a-f37e367306cb
img_1694		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/630c08d4-7e68-11ee-bb7d-b3c5b641185b
img_1695		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://doi.org/10.1016/j.ccell.2021.09.008,https://www.biorxiv.org/content/10.1101/2020.12.01.406363v3											MIBI											image	dg.4DFC/630c2ed6-7e68-11ee-8f06-bf629b3195d7
img_1696		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://doi.org/10.1007/978-1-4939-9773-2_24											CyCIF											image	dg.4DFC/630c52ee-7e68-11ee-8d0a-038384e56fd3
img_1697		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://doi.org/10.1007/978-1-4939-9773-2_24											CyCIF											image	dg.4DFC/630c779c-7e68-11ee-81a1-07a9c02f03dd
img_1698		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://doi.org/10.1007/978-1-4939-9773-2_24											CyCIF											image	dg.4DFC/630c9b5a-7e68-11ee-8187-03fd6c287a73
img_1699		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630cbec8-7e68-11ee-8674-db9acadd4ac1
img_1700		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630ce308-7e68-11ee-94b1-b386c9c5968f
img_1701		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630d0716-7e68-11ee-8b68-cb1865388198
img_1702		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630d2e30-7e68-11ee-a287-dba3028945f4
img_1703		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630d51bc-7e68-11ee-93a3-3767c35c4937
img_1704		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630d761a-7e68-11ee-abde-37c043895bc2
img_1705		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630d99ce-7e68-11ee-9bef-4bb79d770400
img_1706		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630dbd6e-7e68-11ee-8920-dfd04db56e30
img_1707		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630de0be-7e68-11ee-a850-734fb99772de
img_1708		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630e062a-7e68-11ee-9606-37cf8c3ffbf4
img_1709		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630e2a10-7e68-11ee-abb6-affdf8d1370a
img_1710		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630e4d74-7e68-11ee-bfef-6b5da5d559ab
img_1711		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630e70a6-7e68-11ee-be48-0b426591429e
img_1712		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630e948c-7e68-11ee-b0f4-d77d7a6a9865
img_1713		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630eb976-7e68-11ee-836e-c3bebf6dcbf9
img_1714		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630ee04a-7e68-11ee-9df1-ab7115fdc8cf
img_1715		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630f0430-7e68-11ee-aa0d-27063d8a6706
img_1716		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630f27c6-7e68-11ee-940a-3ff5c81d1560
img_1717		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630f4ca6-7e68-11ee-a136-efa5dd6a6a31
img_1718		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/630ff52a-7e68-11ee-a32e-d79f1f22bab1
img_1719		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/63101ae6-7e68-11ee-923e-0bdaf40f06a0
img_1720		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/63104070-7e68-11ee-8ffc-5b306a76213b
img_1721		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/63106b4a-7e68-11ee-a648-1fca6bdaf67d
img_1722		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/631093a4-7e68-11ee-aee9-bf4626cba206
img_1723		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/6310b8de-7e68-11ee-b931-cb6c0255d39f
img_1724		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/6310dd0a-7e68-11ee-be36-1f74635fea84
img_1725		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/63110078-7e68-11ee-94c5-9b577489f85f
img_1726		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/631126de-7e68-11ee-8135-23012dc52b62
img_1727		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/63114ac4-7e68-11ee-b079-9399cf084f41
img_1728		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/63116e78-7e68-11ee-92da-ff45bc7c50c2
img_1729		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/6311925e-7e68-11ee-ac42-af907169dd86
img_1730		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/6311b806-7e68-11ee-b593-1b562c61f574
img_1731		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/6311db88-7e68-11ee-80e7-0f83ab05a9cf
img_1732		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/6311ff78-7e68-11ee-b2b0-371a8d31a738
img_1733		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/631222dc-7e68-11ee-aaed-7b06da662bac
img_1734		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/63124712-7e68-11ee-b4a2-074694dd1949
img_1735		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/63126aee-7e68-11ee-9222-f70fcd30963c
img_1736		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bsqjndun											mIHC											image	dg.4DFC/63128ec0-7e68-11ee-834f-4745afecee0d
img_1737		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/6312b22e-7e68-11ee-99f3-e3d749eb2add
img_1738		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/6312d5ce-7e68-11ee-a3c0-b365ae04dd28
img_1739		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/6312fa22-7e68-11ee-9128-1b2059c2b4a9
img_1740		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/631320a6-7e68-11ee-b7e9-2fdbd0deb71b
img_1741		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/63134810-7e68-11ee-8f12-93206887cd1c
img_1742		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew											t-CyCIF											image	dg.4DFC/63136bba-7e68-11ee-ac93-ef39ce867114
img_1743		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/631392f2-7e68-11ee-bbc2-6b865d9ef374
img_1744		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/6313b7fa-7e68-11ee-ae21-dbd0028d62e0
img_1745		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/6313dbea-7e68-11ee-b59f-e3c6b935a0af
img_1746		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/6313ff94-7e68-11ee-b876-7f36f79756e7
img_1747		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/6314238e-7e68-11ee-80aa-5364c838ff16
img_1748		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/63144738-7e68-11ee-b0b5-3bdee4287252
img_1749		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/63146ab0-7e68-11ee-9046-df89e4fb2196
img_1750		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/63148dec-7e68-11ee-8589-1f031d832956
img_1751		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/6314b100-7e68-11ee-8a34-3be3e3220f71
img_1752		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											SABER											image	dg.4DFC/6314d78e-7e68-11ee-b386-ab0f40fb5e93
img_1753		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											SABER											image	dg.4DFC/6314fb56-7e68-11ee-b8ef-37b018428937
img_1754		CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	Not specified in data				https://www.protocols.io/private/CA9DFBFF8AD1FCA71DFD6457D6E47A6D?full_view_mode											CODEX											image	dg.4DFC/63151fc8-7e68-11ee-83de-a3c6e5907b32
