reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	type	genomic_info_id	file.file_id	instrument_model
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3511d6-c9b2-11ed-8aaa-d79a9a906727	dg.4DFC/9f3511d6-c9b2-11ed-8aaa-d79a9a906727	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3550d8-c9b2-11ed-a584-8f24a2c51958	dg.4DFC/9f3550d8-c9b2-11ed-a584-8f24a2c51958	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3591c4-c9b2-11ed-ac14-ffec03e63b53	dg.4DFC/9f3591c4-c9b2-11ed-ac14-ffec03e63b53	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f35d3e6-c9b2-11ed-87de-3f81480cd631	dg.4DFC/9f35d3e6-c9b2-11ed-87de-3f81480cd631	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f361284-c9b2-11ed-bf5d-63e4b70a8a09	dg.4DFC/9f361284-c9b2-11ed-bf5d-63e4b70a8a09	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f36529e-c9b2-11ed-9358-07aebfa594e1	dg.4DFC/9f36529e-c9b2-11ed-9358-07aebfa594e1	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3691d2-c9b2-11ed-824e-4f8c737b6406	dg.4DFC/9f3691d2-c9b2-11ed-824e-4f8c737b6406	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f36d048-c9b2-11ed-8d66-6726de7719d9	dg.4DFC/9f36d048-c9b2-11ed-8d66-6726de7719d9	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3713f0-c9b2-11ed-ae43-e7148eccc8ac	dg.4DFC/9f3713f0-c9b2-11ed-ae43-e7148eccc8ac	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f375360-c9b2-11ed-9f33-cb9e6d8c97c6	dg.4DFC/9f375360-c9b2-11ed-9f33-cb9e6d8c97c6	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f379578-c9b2-11ed-8a56-a755a041eb3b	dg.4DFC/9f379578-c9b2-11ed-8a56-a755a041eb3b	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f37d498-c9b2-11ed-a4c4-df3d1d1f59b5	dg.4DFC/9f37d498-c9b2-11ed-a4c4-df3d1d1f59b5	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3814a8-c9b2-11ed-8d8d-53b38b8bd2e3	dg.4DFC/9f3814a8-c9b2-11ed-8d8d-53b38b8bd2e3	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f38536e-c9b2-11ed-90ed-bb519a53b5d3	dg.4DFC/9f38536e-c9b2-11ed-90ed-bb519a53b5d3	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f389252-c9b2-11ed-a995-2b2de8f95f20	dg.4DFC/9f389252-c9b2-11ed-a995-2b2de8f95f20	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f38d3c0-c9b2-11ed-b327-cba6dfdec4aa	dg.4DFC/9f38d3c0-c9b2-11ed-b327-cba6dfdec4aa	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f39127c-c9b2-11ed-a276-fb866a7a9b22	dg.4DFC/9f39127c-c9b2-11ed-a276-fb866a7a9b22	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f39534a-c9b2-11ed-83c6-77569a326ac4	dg.4DFC/9f39534a-c9b2-11ed-83c6-77569a326ac4	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f39924c-c9b2-11ed-b9a6-47f80e427458	dg.4DFC/9f39924c-c9b2-11ed-b9a6-47f80e427458	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f39d108-c9b2-11ed-9dac-e311408397e4	dg.4DFC/9f39d108-c9b2-11ed-9dac-e311408397e4	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3a11ae-c9b2-11ed-bd7c-57467fd02767	dg.4DFC/9f3a11ae-c9b2-11ed-bd7c-57467fd02767	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3a51dc-c9b2-11ed-af0b-ef150a8b3cb1	dg.4DFC/9f3a51dc-c9b2-11ed-af0b-ef150a8b3cb1	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3a95a2-c9b2-11ed-bd06-f3be0bfa64d8	dg.4DFC/9f3a95a2-c9b2-11ed-bd06-f3be0bfa64d8	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3ad436-c9b2-11ed-af8a-07a438905a1c	dg.4DFC/9f3ad436-c9b2-11ed-af8a-07a438905a1c	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3b131a-c9b2-11ed-8619-730a7d544887	dg.4DFC/9f3b131a-c9b2-11ed-8619-730a7d544887	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3b5640-c9b2-11ed-b539-dfb37b7e96c4	dg.4DFC/9f3b5640-c9b2-11ed-b539-dfb37b7e96c4	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3b961e-c9b2-11ed-94c8-2797ca6f453d	dg.4DFC/9f3b961e-c9b2-11ed-94c8-2797ca6f453d	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3bd8b8-c9b2-11ed-b4c8-a71d0d3aa789	dg.4DFC/9f3bd8b8-c9b2-11ed-b4c8-a71d0d3aa789	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3c1774-c9b2-11ed-91d3-bb1028128e32	dg.4DFC/9f3c1774-c9b2-11ed-91d3-bb1028128e32	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3c57c0-c9b2-11ed-be64-ab840203173f	dg.4DFC/9f3c57c0-c9b2-11ed-be64-ab840203173f	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3c9668-c9b2-11ed-a26e-778dfe0887c1	dg.4DFC/9f3c9668-c9b2-11ed-a26e-778dfe0887c1	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3cd560-c9b2-11ed-a3f6-47e89bc06a1f	dg.4DFC/9f3cd560-c9b2-11ed-a3f6-47e89bc06a1f	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3d15b6-c9b2-11ed-bed9-37c37aadbb41	dg.4DFC/9f3d15b6-c9b2-11ed-bed9-37c37aadbb41	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3d5c42-c9b2-11ed-adfe-5f5c3b77ee86	dg.4DFC/9f3d5c42-c9b2-11ed-adfe-5f5c3b77ee86	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3d9cac-c9b2-11ed-a4e3-735101d1c656	dg.4DFC/9f3d9cac-c9b2-11ed-a4e3-735101d1c656	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3ddcbc-c9b2-11ed-9d97-d325d31eed1e	dg.4DFC/9f3ddcbc-c9b2-11ed-9d97-d325d31eed1e	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3e2226-c9b2-11ed-8200-d7fdb8041c02	dg.4DFC/9f3e2226-c9b2-11ed-8200-d7fdb8041c02	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3e633a-c9b2-11ed-a1b0-5fbaf223a2a9	dg.4DFC/9f3e633a-c9b2-11ed-a1b0-5fbaf223a2a9	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3ea278-c9b2-11ed-b34d-23dcf92cd193	dg.4DFC/9f3ea278-c9b2-11ed-b34d-23dcf92cd193	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3ee436-c9b2-11ed-b877-7700137bf487	dg.4DFC/9f3ee436-c9b2-11ed-b877-7700137bf487	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3f25cc-c9b2-11ed-8b23-c77a38d0ec42	dg.4DFC/9f3f25cc-c9b2-11ed-8b23-c77a38d0ec42	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3f68c0-c9b2-11ed-8e73-278c13fbe5d5	dg.4DFC/9f3f68c0-c9b2-11ed-8e73-278c13fbe5d5	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3fa7e0-c9b2-11ed-8755-1bbdb4df7224	dg.4DFC/9f3fa7e0-c9b2-11ed-8755-1bbdb4df7224	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f3fe64c-c9b2-11ed-a426-d7665b735bbb	dg.4DFC/9f3fe64c-c9b2-11ed-a426-d7665b735bbb	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4026d4-c9b2-11ed-83f7-e3b948dc1c22	dg.4DFC/9f4026d4-c9b2-11ed-83f7-e3b948dc1c22	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f406540-c9b2-11ed-bef2-0b1ccfa6bcfd	dg.4DFC/9f406540-c9b2-11ed-bef2-0b1ccfa6bcfd	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f40a848-c9b2-11ed-b238-37a655a27330	dg.4DFC/9f40a848-c9b2-11ed-b238-37a655a27330	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f40e6b4-c9b2-11ed-85a1-bf0503c193ac	dg.4DFC/9f40e6b4-c9b2-11ed-85a1-bf0503c193ac	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f412552-c9b2-11ed-af5f-9759316de00a	dg.4DFC/9f412552-c9b2-11ed-af5f-9759316de00a	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f41656c-c9b2-11ed-91e7-2b7e61ed553e	dg.4DFC/9f41656c-c9b2-11ed-91e7-2b7e61ed553e	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f41a478-c9b2-11ed-adbc-d3b55c6f76d4	dg.4DFC/9f41a478-c9b2-11ed-adbc-d3b55c6f76d4	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f41e870-c9b2-11ed-ab11-639b8d486284	dg.4DFC/9f41e870-c9b2-11ed-ab11-639b8d486284	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f42275e-c9b2-11ed-8e29-b7b954ffff10	dg.4DFC/9f42275e-c9b2-11ed-8e29-b7b954ffff10	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f42664c-c9b2-11ed-ae9c-ffff634dca89	dg.4DFC/9f42664c-c9b2-11ed-ae9c-ffff634dca89	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f42a86e-c9b2-11ed-a127-33a636c13ee7	dg.4DFC/9f42a86e-c9b2-11ed-a127-33a636c13ee7	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f42e6f8-c9b2-11ed-9f01-ff6e27189010	dg.4DFC/9f42e6f8-c9b2-11ed-9f01-ff6e27189010	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4327da-c9b2-11ed-9c01-87d24737061a	dg.4DFC/9f4327da-c9b2-11ed-9c01-87d24737061a	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4366dc-c9b2-11ed-9054-a72f74957252	dg.4DFC/9f4366dc-c9b2-11ed-9054-a72f74957252	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f43a958-c9b2-11ed-b9bd-8fd84259546d	dg.4DFC/9f43a958-c9b2-11ed-b9bd-8fd84259546d	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f43e97c-c9b2-11ed-b2ed-8bd92a4923ae	dg.4DFC/9f43e97c-c9b2-11ed-b2ed-8bd92a4923ae	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f442842-c9b2-11ed-8ab2-5fb1ce3234d1	dg.4DFC/9f442842-c9b2-11ed-8ab2-5fb1ce3234d1	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4467ee-c9b2-11ed-88b6-a3af74d94c07	dg.4DFC/9f4467ee-c9b2-11ed-88b6-a3af74d94c07	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f44a6a0-c9b2-11ed-80eb-2b3f588fbc2a	dg.4DFC/9f44a6a0-c9b2-11ed-80eb-2b3f588fbc2a	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f44e912-c9b2-11ed-8d5d-932fabdef700	dg.4DFC/9f44e912-c9b2-11ed-8d5d-932fabdef700	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f45288c-c9b2-11ed-bc1c-c35345642b48	dg.4DFC/9f45288c-c9b2-11ed-bc1c-c35345642b48	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4566b2-c9b2-11ed-b1ff-17a31d573230	dg.4DFC/9f4566b2-c9b2-11ed-b1ff-17a31d573230	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f45a640-c9b2-11ed-8f14-17ef1d15a274	dg.4DFC/9f45a640-c9b2-11ed-8f14-17ef1d15a274	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f45e4fc-c9b2-11ed-9917-47965173f505	dg.4DFC/9f45e4fc-c9b2-11ed-9917-47965173f505	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4627a0-c9b2-11ed-9412-67284ed9ba9a	dg.4DFC/9f4627a0-c9b2-11ed-9412-67284ed9ba9a	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f466698-c9b2-11ed-a693-f7c3b29304ba	dg.4DFC/9f466698-c9b2-11ed-a693-f7c3b29304ba	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f46a5fe-c9b2-11ed-9a23-dfd5ab9068d6	dg.4DFC/9f46a5fe-c9b2-11ed-9a23-dfd5ab9068d6	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f46e712-c9b2-11ed-b96a-6373d65ebe67	dg.4DFC/9f46e712-c9b2-11ed-b96a-6373d65ebe67	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f47254c-c9b2-11ed-bdcb-5b2e2a5f2070	dg.4DFC/9f47254c-c9b2-11ed-bdcb-5b2e2a5f2070	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4769e4-c9b2-11ed-a49b-731b928a7800	dg.4DFC/9f4769e4-c9b2-11ed-a49b-731b928a7800	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f47afee-c9b2-11ed-9de3-7b8296a883f0	dg.4DFC/9f47afee-c9b2-11ed-9de3-7b8296a883f0	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f47f210-c9b2-11ed-b5ad-2fc98d8264d5	dg.4DFC/9f47f210-c9b2-11ed-b5ad-2fc98d8264d5	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f483252-c9b2-11ed-abd0-2718d8ec0342	dg.4DFC/9f483252-c9b2-11ed-abd0-2718d8ec0342	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4870a0-c9b2-11ed-bba5-179870da2ab4	dg.4DFC/9f4870a0-c9b2-11ed-bba5-179870da2ab4	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f48b2f4-c9b2-11ed-9f0d-77e2872788ff	dg.4DFC/9f48b2f4-c9b2-11ed-9f0d-77e2872788ff	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f48f188-c9b2-11ed-8a5d-975802a12ef8	dg.4DFC/9f48f188-c9b2-11ed-8a5d-975802a12ef8	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f493440-c9b2-11ed-960f-4f70b906defe	dg.4DFC/9f493440-c9b2-11ed-960f-4f70b906defe	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4972b6-c9b2-11ed-afd0-abf26f2eb881	dg.4DFC/9f4972b6-c9b2-11ed-afd0-abf26f2eb881	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f49b1c2-c9b2-11ed-a45e-0fadf16d94ee	dg.4DFC/9f49b1c2-c9b2-11ed-a45e-0fadf16d94ee	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f49f2b8-c9b2-11ed-8ae1-53c40e011aca	dg.4DFC/9f49f2b8-c9b2-11ed-8ae1-53c40e011aca	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4a312e-c9b2-11ed-ad4c-d3e6e73e0456	dg.4DFC/9f4a312e-c9b2-11ed-ad4c-d3e6e73e0456	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4a710c-c9b2-11ed-829e-0794082b6053	dg.4DFC/9f4a710c-c9b2-11ed-829e-0794082b6053	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4ab036-c9b2-11ed-bf97-8798235512ed	dg.4DFC/9f4ab036-c9b2-11ed-bf97-8798235512ed	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4af640-c9b2-11ed-b3b2-af17744ec7f7	dg.4DFC/9f4af640-c9b2-11ed-b3b2-af17744ec7f7	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4b3650-c9b2-11ed-8f35-1b223b473d9b	dg.4DFC/9f4b3650-c9b2-11ed-8f35-1b223b473d9b	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4b7746-c9b2-11ed-9264-0f646282ea54	dg.4DFC/9f4b7746-c9b2-11ed-9264-0f646282ea54	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4bb814-c9b2-11ed-8ef4-eb852ab99476	dg.4DFC/9f4bb814-c9b2-11ed-8ef4-eb852ab99476	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4bf70c-c9b2-11ed-8012-77134e943e78	dg.4DFC/9f4bf70c-c9b2-11ed-8012-77134e943e78	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4c3848-c9b2-11ed-aaaf-9f16e5e772a3	dg.4DFC/9f4c3848-c9b2-11ed-aaaf-9f16e5e772a3	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4c76d2-c9b2-11ed-9bd6-9fc52781366a	dg.4DFC/9f4c76d2-c9b2-11ed-9bd6-9fc52781366a	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4cb5c0-c9b2-11ed-92c4-73ed4b90e4fb	dg.4DFC/9f4cb5c0-c9b2-11ed-92c4-73ed4b90e4fb	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4cf7f6-c9b2-11ed-8152-4f03ede70d88	dg.4DFC/9f4cf7f6-c9b2-11ed-8152-4f03ede70d88	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4d3716-c9b2-11ed-91d3-cb23bbe55166	dg.4DFC/9f4d3716-c9b2-11ed-91d3-cb23bbe55166	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4d79ba-c9b2-11ed-8643-5f02be578a38	dg.4DFC/9f4d79ba-c9b2-11ed-8643-5f02be578a38	Not specified in data
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina Next Seq 500	genomic_info	dg.4DFC/9f4db8e4-c9b2-11ed-adbb-27eb3adbb5f5	dg.4DFC/9f4db8e4-c9b2-11ed-adbb-27eb3adbb5f5	Not specified in data
