library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
TB-000181-D1THGG-01_WES	17770802081	117687431	151.0	5.733008454	GRCh38	WXS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/dbb97b7e-4f4a-4edc-8cca-59c7a1db99a5_TB-000181-D1THGG-01_WES	dg.4DFC/dbb97b7e-4f4a-4edc-8cca-59c7a1db99a5
TB-000181-D1THGG-01_WGS	11436731544	75739944	151.0	3.689584653	GRCh38	WGS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/18afdd95-8c6e-41e0-9af1-6a79113934dc_TB-000181-D1THGG-01_WGS	dg.4DFC/18afdd95-8c6e-41e0-9af1-6a79113934dc
TB-000181-D1THGG-01_WGS	11436731544	75739944	151.0	3.689584653	GRCh38	WGS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/02922c54-0745-4c71-88aa-776784029e1c_TB-000181-D1THGG-01_WGS	dg.4DFC/02922c54-0745-4c71-88aa-776784029e1c
TB-000181-D1THGG-01_WGS	11459967273	75893823	151.0	3.697080692	GRCh38	WGS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a4928014-9b78-402e-a195-89ea3b6f01a5_TB-000181-D1THGG-01_WGS	dg.4DFC/a4928014-9b78-402e-a195-89ea3b6f01a5
TB-000181-D1THGG-01_WGS	11459967273	75893823	151.0	3.697080692	GRCh38	WGS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/dc110f6c-2a50-4106-bff9-a0af978f8378_TB-000181-D1THGG-01_WGS	dg.4DFC/dc110f6c-2a50-4106-bff9-a0af978f8378
TB-000181-D1THGG-01_WES	35122811676	234776707	149.6009213	11.33091097	GRCh38	WXS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/04eb01c8-6f61-42e8-ad2d-5ad49297781e_TB-000181-D1THGG-01_WES	dg.4DFC/04eb01c8-6f61-42e8-ad2d-5ad49297781e
TB-000181-D1THGG-01_WGS	45133339809	302467903	149.2169561	14.56039055	GRCh38	WGS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f5e535c6-6ce3-4506-a1d6-1da0278388b3_TB-000181-D1THGG-01_WGS	dg.4DFC/f5e535c6-6ce3-4506-a1d6-1da0278388b3
TB-000181-D1THGG-01_WES	35122811676	234776707	149.6009213	11.33091097	GRCh38	WXS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/17307b96-9afa-4ff8-ba52-3d9659260b3b_TB-000181-D1THGG-01_WES	dg.4DFC/17307b96-9afa-4ff8-ba52-3d9659260b3b
TB-000181-D1THGG-01_WGS	45133339809	302467903	149.2169561	14.56039055	GRCh38	WGS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/10908bbe-e486-4162-8802-a7e2bde91be1_TB-000181-D1THGG-01_WGS	dg.4DFC/10908bbe-e486-4162-8802-a7e2bde91be1
TB-000181-D1THGG-01_WES					GRCh38	WXS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f35d34a8-bcc9-4517-91e9-7981cbcd042c_TB-000181-D1THGG-01_WES	dg.4DFC/f35d34a8-bcc9-4517-91e9-7981cbcd042c
TB-000181-D1THGG-01_WGS					GRCh38	WGS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/601be96c-6c02-487f-8c9d-31e5644b39d6_TB-000181-D1THGG-01_WGS	dg.4DFC/601be96c-6c02-487f-8c9d-31e5644b39d6
TB-000181-D1THGG-01_WES					GRCh38	WXS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7c0d6937-e566-418f-8a70-0c7a9698e182_TB-000181-D1THGG-01_WES	dg.4DFC/7c0d6937-e566-418f-8a70-0c7a9698e182
TB-000181-D1THGG-01_WGS					GRCh38	WGS of Malignant glioma Tumor Sample TB-000181-D1THGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/d8f76b7a-6122-4d8f-81bb-03b706a29e7b_TB-000181-D1THGG-01_WGS	dg.4DFC/d8f76b7a-6122-4d8f-81bb-03b706a29e7b
TB-000181-M1BHGG-01_WES	11627666212	77004412	151.0	3.751181764	GRCh38	WXS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/589fadbf-ef61-43d5-80d8-f0a74972121b_TB-000181-M1BHGG-01_WES	dg.4DFC/589fadbf-ef61-43d5-80d8-f0a74972121b
TB-000181-M1BHGG-01_WES	11627666212	77004412	151.0	3.751181764	GRCh38	WXS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/5df655e5-6896-4872-8ae8-0079aa8be111_TB-000181-M1BHGG-01_WES	dg.4DFC/5df655e5-6896-4872-8ae8-0079aa8be111
TB-000181-M1BHGG-01_WGS	15057366509	99717659	151.0	4.857631586	GRCh38	WGS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/997668db-e880-42e9-843b-6de5694ad87b_TB-000181-M1BHGG-01_WGS	dg.4DFC/997668db-e880-42e9-843b-6de5694ad87b
TB-000181-M1BHGG-01_WGS	15057366509	99717659	151.0	4.857631586	GRCh38	WGS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/2bba897d-19de-4233-b405-f9eaf8294bfa_TB-000181-M1BHGG-01_WGS	dg.4DFC/2bba897d-19de-4233-b405-f9eaf8294bfa
TB-000181-M1BHGG-01_WGS	15064252260	99763260	151.0	4.859852986	GRCh38	WGS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/39851eac-f07b-4d28-b5be-5782193b38e5_TB-000181-M1BHGG-01_WGS	dg.4DFC/39851eac-f07b-4d28-b5be-5782193b38e5
TB-000181-M1BHGG-01_WGS	15064252260	99763260	151.0	4.859852986	GRCh38	WGS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/210d29cf-6bcb-4efe-8ba7-465db6a484ac_TB-000181-M1BHGG-01_WGS	dg.4DFC/210d29cf-6bcb-4efe-8ba7-465db6a484ac
TB-000181-M1BHGG-01_WES	23006166537	153610752	149.7692462	7.421980541	GRCh38	WXS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b3171603-b300-4239-ae76-1c1fb3c4b643_TB-000181-M1BHGG-01_WES	dg.4DFC/b3171603-b300-4239-ae76-1c1fb3c4b643
TB-000181-M1BHGG-01_WGS	59315561555	397641183	149.1685572	19.13569316	GRCh38	WGS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/cb0f07c9-5af4-45d7-90d8-fef93569d024_TB-000181-M1BHGG-01_WGS	dg.4DFC/cb0f07c9-5af4-45d7-90d8-fef93569d024
TB-000181-M1BHGG-01_WES	23006166537	153610752	149.7692462	7.421980541	GRCh38	WXS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/0df10dca-ece0-4739-bc76-04af8f6d360d_TB-000181-M1BHGG-01_WES	dg.4DFC/0df10dca-ece0-4739-bc76-04af8f6d360d
TB-000181-M1BHGG-01_WGS	59315561555	397641183	149.1685572	19.13569316	GRCh38	WGS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/dfde2a05-b302-49d1-bd6f-24f8d76e35ba_TB-000181-M1BHGG-01_WGS	dg.4DFC/dfde2a05-b302-49d1-bd6f-24f8d76e35ba
TB-000181-M1BHGG-01_WES					GRCh38	WXS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a0a281ff-01ab-4edf-ad7e-c968ef25033e_TB-000181-M1BHGG-01_WES	dg.4DFC/a0a281ff-01ab-4edf-ad7e-c968ef25033e
TB-000181-M1BHGG-01_WGS					GRCh38	WGS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/cfdd73e1-b1d9-4952-a081-f1eb6a007dc3_TB-000181-M1BHGG-01_WGS	dg.4DFC/cfdd73e1-b1d9-4952-a081-f1eb6a007dc3
TB-000181-M1BHGG-01_WES					GRCh38	WXS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/130d18f9-0c80-4e48-988b-32041c50c185_TB-000181-M1BHGG-01_WES	dg.4DFC/130d18f9-0c80-4e48-988b-32041c50c185
TB-000181-M1BHGG-01_WGS					GRCh38	WGS of Malignant glioma Normal Sample TB-000181-M1BHGG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b711fe92-b5ee-4478-832d-20bb7bf43d48_TB-000181-M1BHGG-01_WGS	dg.4DFC/b711fe92-b5ee-4478-832d-20bb7bf43d48
TB-000183-D1TATR-01_WGS	225000000000	1488747678	151.0	72.47461369	GRCh37	WGS of Atypical teratoid/rhabdoid tumor Tumor Sample TB-000183-D1TATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b6d1a9ec-60d9-4f0d-865b-6b940275af56_TB-000183-D1TATR-01_WGS	dg.4DFC/b6d1a9ec-60d9-4f0d-865b-6b940275af56
TB-000183-D1TATR-01_WGS	225000000000	1488747678	151.0	72.47461369	GRCh37	WGS of Atypical teratoid/rhabdoid tumor Tumor Sample TB-000183-D1TATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7ab7d41f-05de-4cfe-b021-c60651148b33_TB-000183-D1TATR-01_WGS	dg.4DFC/7ab7d41f-05de-4cfe-b021-c60651148b33
TB-000183-D1TATR-01_WGS	423000000000	2822972212	149.8567942	136.3863496	GRCh37	WGS of Atypical teratoid/rhabdoid tumor Tumor Sample TB-000183-D1TATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b020fe27-ad61-4756-971c-412193203bca_TB-000183-D1TATR-01_WGS	dg.4DFC/b020fe27-ad61-4756-971c-412193203bca
TB-000183-D1TATR-01_WGS	423000000000	2822972212	149.8567942	136.3863496	GRCh37	WGS of Atypical teratoid/rhabdoid tumor Tumor Sample TB-000183-D1TATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/439983ae-e1ef-4577-9010-f3df0a481fd8_TB-000183-D1TATR-01_WGS	dg.4DFC/439983ae-e1ef-4577-9010-f3df0a481fd8
TB-000183-D1TATR-01_WGS					GRCh37	WGS of Atypical teratoid/rhabdoid tumor Tumor Sample TB-000183-D1TATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f5380c94-a7f3-49fb-9294-26f7489af765_TB-000183-D1TATR-01_WGS	dg.4DFC/f5380c94-a7f3-49fb-9294-26f7489af765
TB-000183-D1TATR-01_WGS					GRCh37	WGS of Atypical teratoid/rhabdoid tumor Tumor Sample TB-000183-D1TATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b1d987e3-e0ee-40a9-a166-c68aa74cf237_TB-000183-D1TATR-01_WGS	dg.4DFC/b1d987e3-e0ee-40a9-a166-c68aa74cf237
TB-000183-M1BATR-01_WGS	78005280562	516591262	151.0	25.14848735	GRCh37	WGS of Atypical teratoid/rhabdoid tumor Normal Sample TB-000183-M1BATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/59b2819a-07f7-403c-862e-1cdf9ab39b44_TB-000183-M1BATR-01_WGS	dg.4DFC/59b2819a-07f7-403c-862e-1cdf9ab39b44
TB-000183-M1BATR-01_WGS	78005280562	516591262	151.0	25.14848735	GRCh37	WGS of Atypical teratoid/rhabdoid tumor Normal Sample TB-000183-M1BATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/74e2d9e0-2184-4010-b88a-e8112a30bbaf_TB-000183-M1BATR-01_WGS	dg.4DFC/74e2d9e0-2184-4010-b88a-e8112a30bbaf
TB-000183-M1BATR-01_WGS	147000000000	979068362	149.7607852	47.27145719	GRCh37	WGS of Atypical teratoid/rhabdoid tumor Normal Sample TB-000183-M1BATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/0c575dca-50d2-40ff-9298-1013e8f70d6a_TB-000183-M1BATR-01_WGS	dg.4DFC/0c575dca-50d2-40ff-9298-1013e8f70d6a
TB-000183-M1BATR-01_WGS	147000000000	979068362	149.7607852	47.27145719	GRCh37	WGS of Atypical teratoid/rhabdoid tumor Normal Sample TB-000183-M1BATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9ae0e945-7c35-4b94-b9ab-d1cef5993365_TB-000183-M1BATR-01_WGS	dg.4DFC/9ae0e945-7c35-4b94-b9ab-d1cef5993365
TB-000183-M1BATR-01_WGS					GRCh37	WGS of Atypical teratoid/rhabdoid tumor Normal Sample TB-000183-M1BATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/1d28ff7c-e406-47c3-a694-2e1a82d422b8_TB-000183-M1BATR-01_WGS	dg.4DFC/1d28ff7c-e406-47c3-a694-2e1a82d422b8
TB-000183-M1BATR-01_WGS					GRCh37	WGS of Atypical teratoid/rhabdoid tumor Normal Sample TB-000183-M1BATR-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/2c032ffd-6eb1-4662-b6f7-44c8915b5086_TB-000183-M1BATR-01_WGS	dg.4DFC/2c032ffd-6eb1-4662-b6f7-44c8915b5086
TB-000184-D1TEWG-01_WGS	233000000000	1542507230	151.0	75.09171451	GRCh37	WGS of Ewing sarcoma Tumor Sample TB-000184-D1TEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/58862d7d-8514-4cb6-b41e-a168bb137f26_TB-000184-D1TEWG-01_WGS	dg.4DFC/58862d7d-8514-4cb6-b41e-a168bb137f26
TB-000184-D1TEWG-01_WGS	233000000000	1542507230	151.0	75.09171451	GRCh37	WGS of Ewing sarcoma Tumor Sample TB-000184-D1TEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ab79eabe-7038-4926-ae7c-40320ff2df6f_TB-000184-D1TEWG-01_WGS	dg.4DFC/ab79eabe-7038-4926-ae7c-40320ff2df6f
TB-000184-D1TEWG-01_WGS	443000000000	2959056843	149.8012811	142.9080522	GRCh37	WGS of Ewing sarcoma Tumor Sample TB-000184-D1TEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/c63e5646-24df-4729-9089-b01440519352_TB-000184-D1TEWG-01_WGS	dg.4DFC/c63e5646-24df-4729-9089-b01440519352
TB-000184-D1TEWG-01_WGS	443000000000	2959056843	149.8012811	142.9080522	GRCh37	WGS of Ewing sarcoma Tumor Sample TB-000184-D1TEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/464ac979-3a08-43ba-bf4e-48b3303232c9_TB-000184-D1TEWG-01_WGS	dg.4DFC/464ac979-3a08-43ba-bf4e-48b3303232c9
TB-000184-D1TEWG-01_WGS					GRCh37	WGS of Ewing sarcoma Tumor Sample TB-000184-D1TEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f61f48a5-8b72-4b49-ac03-0e90eca68d47_TB-000184-D1TEWG-01_WGS	dg.4DFC/f61f48a5-8b72-4b49-ac03-0e90eca68d47
TB-000184-D1TEWG-01_WGS					GRCh37	WGS of Ewing sarcoma Tumor Sample TB-000184-D1TEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/cb1f6736-7051-450e-b5b2-3c40bd6cd97e_TB-000184-D1TEWG-01_WGS	dg.4DFC/cb1f6736-7051-450e-b5b2-3c40bd6cd97e
TB-000184-M1BEWG-01_WGS	60101905917	398025867	151.0	19.37653464	GRCh37	WGS of Ewing sarcoma Normal Sample TB-000184-M1BEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7f3fd02d-5e71-46eb-8971-c115bc8df039_TB-000184-M1BEWG-01_WGS	dg.4DFC/7f3fd02d-5e71-46eb-8971-c115bc8df039
TB-000184-M1BEWG-01_WGS	60101905917	398025867	151.0	19.37653464	GRCh37	WGS of Ewing sarcoma Normal Sample TB-000184-M1BEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9b7088ab-f868-4c8f-813a-346f306c5d83_TB-000184-M1BEWG-01_WGS	dg.4DFC/9b7088ab-f868-4c8f-813a-346f306c5d83
TB-000184-M1BEWG-01_WGS	113000000000	756237399	149.9741638	36.56473793	GRCh37	WGS of Ewing sarcoma Normal Sample TB-000184-M1BEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a1440a46-8bca-4c1d-a4eb-51a7b84fa87d_TB-000184-M1BEWG-01_WGS	dg.4DFC/a1440a46-8bca-4c1d-a4eb-51a7b84fa87d
TB-000184-M1BEWG-01_WGS	113000000000	756237399	149.9741638	36.56473793	GRCh37	WGS of Ewing sarcoma Normal Sample TB-000184-M1BEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/8cecade6-956b-408b-8fa9-1f8f15478e00_TB-000184-M1BEWG-01_WGS	dg.4DFC/8cecade6-956b-408b-8fa9-1f8f15478e00
TB-000184-M1BEWG-01_WGS					GRCh37	WGS of Ewing sarcoma Normal Sample TB-000184-M1BEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/632cab5d-b143-4338-b4ae-eac8d813a3f4_TB-000184-M1BEWG-01_WGS	dg.4DFC/632cab5d-b143-4338-b4ae-eac8d813a3f4
TB-000184-M1BEWG-01_WGS					GRCh37	WGS of Ewing sarcoma Normal Sample TB-000184-M1BEWG-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7eb542a1-0fb4-4be3-b1e5-55c6642bde22_TB-000184-M1BEWG-01_WGS	dg.4DFC/7eb542a1-0fb4-4be3-b1e5-55c6642bde22
TB-000185-D1WTLL-01_RNAseq	17725194494	117385394	151.0	5.718295067	GRCh38	RNA-Seq of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ab2d5f29-1a8e-4610-9c73-7ea9b0257a45_TB-000185-D1WTLL-01_RNAseq	dg.4DFC/ab2d5f29-1a8e-4610-9c73-7ea9b0257a45
TB-000185-D1WTLL-01_RNAseq	17725194494	117385394	151.0	5.718295067	GRCh38	RNA-Seq of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/d7fc01c5-78dc-49e1-aa24-c451f2c63b2a_TB-000185-D1WTLL-01_RNAseq	dg.4DFC/d7fc01c5-78dc-49e1-aa24-c451f2c63b2a
TB-000185-D1WTLL-01_RNAseq	31452391315	231421780	135.9093829	10.14680286	GRCh38	RNA-Seq of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/76538324-6957-4fde-bbea-c1f5a2ecad81_TB-000185-D1WTLL-01_RNAseq	dg.4DFC/76538324-6957-4fde-bbea-c1f5a2ecad81
TB-000185-D1WTLL-01_RNAseq	31452391315	231421780	135.9093829	10.14680286	GRCh38	RNA-Seq of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/106210f4-049e-4430-a7db-1cfd51d2d7e1_TB-000185-D1WTLL-01_RNAseq	dg.4DFC/106210f4-049e-4430-a7db-1cfd51d2d7e1
TB-000185-D1WTLL-01_RNAseq					GRCh38	RNA-Seq of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/65c6e761-04d2-477c-afb4-dd051cff02ed_TB-000185-D1WTLL-01_RNAseq	dg.4DFC/65c6e761-04d2-477c-afb4-dd051cff02ed
TB-000185-D1WTLL-01_RNAseq					GRCh38	RNA-Seq of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ce8d505c-07f1-4897-8dbf-48e2db7fc47f_TB-000185-D1WTLL-01_RNAseq	dg.4DFC/ce8d505c-07f1-4897-8dbf-48e2db7fc47f
TB-000185-D1WTLL-01_WGS	241000000000	1598335578	151.0	77.80952762	GRCh37	WGS of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/358b41af-d4ff-450d-b710-da4e0beaf74a_TB-000185-D1WTLL-01_WGS	dg.4DFC/358b41af-d4ff-450d-b710-da4e0beaf74a
TB-000185-D1WTLL-01_WGS	241000000000	1598335578	151.0	77.80952762	GRCh37	WGS of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ceb44a94-732a-4442-8360-2c14a068d33c_TB-000185-D1WTLL-01_WGS	dg.4DFC/ceb44a94-732a-4442-8360-2c14a068d33c
TB-000185-D1WTLL-01_WGS	462000000000	3090765905	149.4377643	148.9067342	GRCh37	WGS of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/bd395dc9-2def-4da5-94f1-91965949d0b8_TB-000185-D1WTLL-01_WGS	dg.4DFC/bd395dc9-2def-4da5-94f1-91965949d0b8
TB-000185-D1WTLL-01_WGS	462000000000	3090765905	149.4377643	148.9067342	GRCh37	WGS of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/1b78ea47-a1a9-4317-8820-882518d03716_TB-000185-D1WTLL-01_WGS	dg.4DFC/1b78ea47-a1a9-4317-8820-882518d03716
TB-000185-D1WTLL-01_WGS					GRCh37	WGS of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ae0f6a57-78af-4804-b466-fb65497fb775_TB-000185-D1WTLL-01_WGS	dg.4DFC/ae0f6a57-78af-4804-b466-fb65497fb775
TB-000185-D1WTLL-01_WGS					GRCh37	WGS of T-lymphoblastic leukemia Tumor Sample TB-000185-D1WTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/de75c80d-7d2c-459d-b7df-9b0f0f2e6b92_TB-000185-D1WTLL-01_WGS	dg.4DFC/de75c80d-7d2c-459d-b7df-9b0f0f2e6b92
TB-000185-M1UTLL-01_WGS	94015131666	622616766	151.0	30.30997815	GRCh37	WGS of T-lymphoblastic leukemia Normal Sample TB-000185-M1UTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/19b9b279-1e0f-49d9-85fe-33e13a79742d_TB-000185-M1UTLL-01_WGS	dg.4DFC/19b9b279-1e0f-49d9-85fe-33e13a79742d
TB-000185-M1UTLL-01_WGS	94015131666	622616766	151.0	30.30997815	GRCh37	WGS of T-lymphoblastic leukemia Normal Sample TB-000185-M1UTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/8b28b324-c910-414d-9ef9-a0900bde87a2_TB-000185-M1UTLL-01_WGS	dg.4DFC/8b28b324-c910-414d-9ef9-a0900bde87a2
TB-000185-M1UTLL-01_WGS	162000000000	1090891116	148.4582056	52.21237837	GRCh37	WGS of T-lymphoblastic leukemia Normal Sample TB-000185-M1UTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7245035f-962b-411b-9f13-812933c03376_TB-000185-M1UTLL-01_WGS	dg.4DFC/7245035f-962b-411b-9f13-812933c03376
TB-000185-M1UTLL-01_WGS	162000000000	1090891116	148.4582056	52.21237837	GRCh37	WGS of T-lymphoblastic leukemia Normal Sample TB-000185-M1UTLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/366a9d92-251f-4023-a0d6-097ddcce5e97_TB-000185-M1UTLL-01_WGS	dg.4DFC/366a9d92-251f-4023-a0d6-097ddcce5e97
