library_id	bases	number_of_reads	avg_read_length	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	reference_genome_assembly
S054D.1.6	3816276800	38162768	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/b3093f71-8aac-40d0-8615-7cd683f7d6b3_S054D.1.6	dg.4DFC/b3093f71-8aac-40d0-8615-7cd683f7d6b3	Not specified in data
S054D.1.7	3829658800	38296588	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2c42b5b8-a438-4ba5-99ac-2f93ae6a409d_S054D.1.7	dg.4DFC/2c42b5b8-a438-4ba5-99ac-2f93ae6a409d	Not specified in data
S054D.1.7	3829658800	38296588	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/a101ca32-0ef6-48be-b6a5-b0f6eb6216af_S054D.1.7	dg.4DFC/a101ca32-0ef6-48be-b6a5-b0f6eb6216af	Not specified in data
S054R.2.3	11574086000	115740860	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/a531ad7f-c75b-47a4-b7b7-9fdabc358075_S054R.2.3	dg.4DFC/a531ad7f-c75b-47a4-b7b7-9fdabc358075	Not specified in data
S054R.2.3	11574086000	115740860	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/4c5c67dc-fb13-4cd3-88d3-ff9461bb4bb7_S054R.2.3	dg.4DFC/4c5c67dc-fb13-4cd3-88d3-ff9461bb4bb7	Not specified in data
S027D.3.8	2236986481	22148381	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/00ca8824-6605-4898-99a7-74d77eed445a_S027D.3.8	dg.4DFC/00ca8824-6605-4898-99a7-74d77eed445a	Not specified in data
S059R.3.4	6939803500	55518428	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/ba15d9c4-b378-4adb-9b59-cf7b2bc0a4bb_S059R.3.4	dg.4DFC/ba15d9c4-b378-4adb-9b59-cf7b2bc0a4bb	Not specified in data
S059R.3.4	6939803500	55518428	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/19687d99-7abc-41ec-b192-402b67fea166_S059R.3.4	dg.4DFC/19687d99-7abc-41ec-b192-402b67fea166	Not specified in data
S059R.3.3	6969332750	55754662	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/29b4e8a5-424a-4fe6-a793-614d71d46f19_S059R.3.3	dg.4DFC/29b4e8a5-424a-4fe6-a793-614d71d46f19	Not specified in data
S059R.3.3	6969332750	55754662	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/c8534345-e5ee-4192-88f6-6d4e05004513_S059R.3.3	dg.4DFC/c8534345-e5ee-4192-88f6-6d4e05004513	Not specified in data
S048D.3.8	4148739832	41076632	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/e6d67254-839e-4994-8b1e-8db29583c325_S048D.3.8	dg.4DFC/e6d67254-839e-4994-8b1e-8db29583c325	Not specified in data
S048D.4.8	2050271518	20299718	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/924c91a8-a017-4f29-85aa-f7a8b04781d6_S048D.4.8	dg.4DFC/924c91a8-a017-4f29-85aa-f7a8b04781d6	Not specified in data
S011D.2.4	4026129800	40261298	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/dcb1e881-1273-4523-9a77-aa2d20a190eb_S011D.2.4	dg.4DFC/dcb1e881-1273-4523-9a77-aa2d20a190eb	Not specified in data
S011D.2.4	4026129800	40261298	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/bef97d76-c414-479b-bc95-ed786eee7a0c_S011D.2.4	dg.4DFC/bef97d76-c414-479b-bc95-ed786eee7a0c	Not specified in data
S011D.2.5	4041683800	40416838	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/f46657b3-c9e5-4a47-9f1e-0501c94572ea_S011D.2.5	dg.4DFC/f46657b3-c9e5-4a47-9f1e-0501c94572ea	Not specified in data
S011D.2.5	4041683800	40416838	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/6d5812a7-cf51-41fb-9808-bd3347f4609f_S011D.2.5	dg.4DFC/6d5812a7-cf51-41fb-9808-bd3347f4609f	Not specified in data
S011D.2.3	4010036800	40100368	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/6b1b7132-f680-42fc-b949-77caaf8b57e1_S011D.2.3	dg.4DFC/6b1b7132-f680-42fc-b949-77caaf8b57e1	Not specified in data
S011D.2.3	4010036800	40100368	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/b99e81e7-5589-4e7f-a076-73187e6d3c39_S011D.2.3	dg.4DFC/b99e81e7-5589-4e7f-a076-73187e6d3c39	Not specified in data
S011R.1.5	12255412800	122554128	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2624fd89-b43a-4ddb-b974-b39ad62bda99_S011R.1.5	dg.4DFC/2624fd89-b43a-4ddb-b974-b39ad62bda99	Not specified in data
S011R.1.5	12255412800	122554128	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/8dc72b89-86f0-4d1c-81d5-c263eed065fa_S011R.1.5	dg.4DFC/8dc72b89-86f0-4d1c-81d5-c263eed065fa	Not specified in data
S057D.2.8	1811808700	17938700	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/f0722a64-e4ba-4b14-b43c-a5cf7d8a1bb6_S057D.2.8	dg.4DFC/f0722a64-e4ba-4b14-b43c-a5cf7d8a1bb6	Not specified in data
S087D.1.1	4041689629	40016729	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/a994f15c-f1a3-4657-bd3a-c06a49f03e2b_S087D.1.1	dg.4DFC/a994f15c-f1a3-4657-bd3a-c06a49f03e2b	Not specified in data
S111D.2.8	14173101942	140327742	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/acc91960-c7ac-45ce-b10e-2f02699db187_S111D.2.8	dg.4DFC/acc91960-c7ac-45ce-b10e-2f02699db187	Not specified in data
S111R.3.5	7377876500	59023012	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/4dd36c6a-33f0-4ab5-82ec-d5d0d52f2f0f_S111R.3.5	dg.4DFC/4dd36c6a-33f0-4ab5-82ec-d5d0d52f2f0f	Not specified in data
S111R.3.5	7377876500	59023012	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/c7fd041a-7d78-486f-bb91-1babe142096c_S111R.3.5	dg.4DFC/c7fd041a-7d78-486f-bb91-1babe142096c	Not specified in data
S111R.3.6	7363186500	58905492	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/83b9f2d4-1ce1-45e9-ad1c-d17690821e30_S111R.3.6	dg.4DFC/83b9f2d4-1ce1-45e9-ad1c-d17690821e30	Not specified in data
S111R.3.6	7363186500	58905492	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/08d6f4d9-35e1-4bc1-8d0f-eab4f64ac548_S111R.3.6	dg.4DFC/08d6f4d9-35e1-4bc1-8d0f-eab4f64ac548	Not specified in data
S023D.1.2	2185920477	21642777	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/e79bcf5f-c8af-41ac-929e-9daa29ff1294_S023D.1.2	dg.4DFC/e79bcf5f-c8af-41ac-929e-9daa29ff1294	Not specified in data
S071D.2.3	11848843381	117315281	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/f28b1d38-e682-473c-b26d-1ca323595a8e_S071D.2.3	dg.4DFC/f28b1d38-e682-473c-b26d-1ca323595a8e	Not specified in data
S071R.2.7	6881817000	55054536	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/40540535-e109-40bc-b90e-d0c853b50a21_S071R.2.7	dg.4DFC/40540535-e109-40bc-b90e-d0c853b50a21	Not specified in data
S071R.2.7	6881817000	55054536	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/f1002243-c0b8-4a3a-87f5-b38071e09697_S071R.2.7	dg.4DFC/f1002243-c0b8-4a3a-87f5-b38071e09697	Not specified in data
S071R.2.6	6889364250	55114914	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/84713d47-cf1b-43a8-82f0-dd59a9c6f263_S071R.2.6	dg.4DFC/84713d47-cf1b-43a8-82f0-dd59a9c6f263	Not specified in data
S071R.2.6	6889364250	55114914	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/1942ff14-2514-4574-9c32-28db38df24a0_S071R.2.6	dg.4DFC/1942ff14-2514-4574-9c32-28db38df24a0	Not specified in data
S004D.5.6	6493018209	64287309	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/95e1e15b-1605-4c77-987b-651c9d58a513_S004D.5.6	dg.4DFC/95e1e15b-1605-4c77-987b-651c9d58a513	Not specified in data
S012D.3.2	15072712881	149234781	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/97f54cf5-4693-4e2b-9348-8120d74f6b89_S012D.3.2	dg.4DFC/97f54cf5-4693-4e2b-9348-8120d74f6b89	Not specified in data
S012R.1.4	7623000500	60984004	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/df31953b-bdd5-45fd-9386-c31985e02819_S012R.1.4	dg.4DFC/df31953b-bdd5-45fd-9386-c31985e02819	Not specified in data
S012R.1.4	7623000500	60984004	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/6302095f-bfbb-4f1d-b110-c86441f15f3f_S012R.1.4	dg.4DFC/6302095f-bfbb-4f1d-b110-c86441f15f3f	Not specified in data
S055D.1.8	8150142076	80694476	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/3d371a87-f2aa-4d29-bb60-d97b581d7bdd_S055D.1.8	dg.4DFC/3d371a87-f2aa-4d29-bb60-d97b581d7bdd	Not specified in data
S055R.1.3	8352897000	66823176	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/66857010-cfed-487e-9aa5-c7dbe43cf1b2_S055R.1.3	dg.4DFC/66857010-cfed-487e-9aa5-c7dbe43cf1b2	Not specified in data
S055R.1.3	8352897000	66823176	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/1fc48ec8-35f6-4ffc-835f-31a65b5740f3_S055R.1.3	dg.4DFC/1fc48ec8-35f6-4ffc-835f-31a65b5740f3	Not specified in data
S056D.1.5	3738869600	37388696	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/8ddcabe5-6ad0-4397-a853-7fd5dd7f345a_S056D.1.5	dg.4DFC/8ddcabe5-6ad0-4397-a853-7fd5dd7f345a	Not specified in data
S056D.1.5	3738869600	37388696	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/9fe1f908-d554-4bbf-9ad1-675d231339d7_S056D.1.5	dg.4DFC/9fe1f908-d554-4bbf-9ad1-675d231339d7	Not specified in data
S056D.1.7	3133615000	31336150	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/e54eee72-1112-494b-b863-984549c9566f_S056D.1.7	dg.4DFC/e54eee72-1112-494b-b863-984549c9566f	Not specified in data
S056D.1.7	3133615000	31336150	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/89645e9d-3117-4de4-aa2a-972443cc3485_S056D.1.7	dg.4DFC/89645e9d-3117-4de4-aa2a-972443cc3485	Not specified in data
S056D.1.4	3734107600	37341076	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/c531f6d1-1804-4f73-b63b-d276ae4c640b_S056D.1.4	dg.4DFC/c531f6d1-1804-4f73-b63b-d276ae4c640b	Not specified in data
S056D.1.4	3734107600	37341076	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/1eb58f7c-f40c-4599-af90-a60f29d74a9e_S056D.1.4	dg.4DFC/1eb58f7c-f40c-4599-af90-a60f29d74a9e	Not specified in data
S056D.1.6	3323924400	33239244	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/5b83939a-28b7-4ec5-be9a-6b7873227f95_S056D.1.6	dg.4DFC/5b83939a-28b7-4ec5-be9a-6b7873227f95	Not specified in data
S056D.1.6	3323924400	33239244	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/e2d23b92-27c3-4ad0-bb04-edaa2e120d6c_S056D.1.6	dg.4DFC/e2d23b92-27c3-4ad0-bb04-edaa2e120d6c	Not specified in data
S056D.1.8	3698657400	36986574	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/48655770-7e60-44d7-8ce5-1597f7a3286f_S056D.1.8	dg.4DFC/48655770-7e60-44d7-8ce5-1597f7a3286f	Not specified in data
S056D.1.8	3698657400	36986574	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/4ec284be-8412-4c13-9fe2-345467be6258_S056D.1.8	dg.4DFC/4ec284be-8412-4c13-9fe2-345467be6258	Not specified in data
S085D.4.5	5596079124	55406724	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/d2e093ca-497e-40b9-b666-e8e62a9a2ad4_S085D.4.5	dg.4DFC/d2e093ca-497e-40b9-b666-e8e62a9a2ad4	Not specified in data
S016D.1.5	5882064058	58238258	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/7171e791-733c-4527-8fd6-6d085af521ee_S016D.1.5	dg.4DFC/7171e791-733c-4527-8fd6-6d085af521ee	Not specified in data
S067D.2.5	2132119292	21110092	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/41b3ab8d-35a4-4c33-b558-2c676ee2a416_S067D.2.5	dg.4DFC/41b3ab8d-35a4-4c33-b558-2c676ee2a416	Not specified in data
S077D.2.8	11775865326	116592726	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/266697bf-19aa-4086-bc06-fc35ce61aec3_S077D.2.8	dg.4DFC/266697bf-19aa-4086-bc06-fc35ce61aec3	Not specified in data
S069D.1.5	2836037984	28079584	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/c08ee217-3fef-4b9c-b5f2-448302c2d6df_S069D.1.5	dg.4DFC/c08ee217-3fef-4b9c-b5f2-448302c2d6df	Not specified in data
S080D.1.1	3470972363	34366063	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/df04c80b-ee33-47c7-bec1-27f846da835d_S080D.1.1	dg.4DFC/df04c80b-ee33-47c7-bec1-27f846da835d	Not specified in data
