type	file_id	crdc_id	experimental_strategy_and_data_subtypes	experimental_strategy_and_data_subtypes_concept_code	file_description	file_mapping_level	file_mapping_level_concept_code	file_name	file_size	file_type	file_type_concept_code	file_url_in_cds	is_supplementary_file	md5sum	release_datetime	sample.sample_id	study.phs_accession	submission_version
file	dg.4DFC/afe0be26-36f0-491c-8c79-d03a53781d92	dg.4DFC/afe0be26-36f0-491c-8c79-d03a53781d92	DNA-Seq	C153598	Plot showing ASCAT CNV profile showing copy change from ploidy and regions of loss of heterozygosity	Sample	C70699	6949-JMM-0070_segmentsgenomeplot.copydiffploidy.png	49472	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0070_segmentsgenomeplot.copydiffploidy.png		3528d38ad6e9ab1efee329b40fc5f615	2025-10-03T12:02:01Z	6949-JMM-0070.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/aff5276c-d7cb-428c-9c8d-b1b08b5051a0	dg.4DFC/aff5276c-d7cb-428c-9c8d-b1b08b5051a0	RNA-Seq	C124261	"Human BAM alignment file relative to the genome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations."	Sample	C70699	6949-JMM-0103_human.STAR.genome.sorted.bam	14705692212	BAM	C153249	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0103_human/bam/6949-JMM-0103_human.STAR.genome.sorted.bam		e56f1131a272bac9fbad42e06a218289	2025-10-03T12:02:01Z	6949-JMM-0103.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b00e81fc-b9e8-4b9a-a2ea-8fc0517c5d0f	dg.4DFC/b00e81fc-b9e8-4b9a-a2ea-8fc0517c5d0f	DNA-Seq	C153598	Log file from quality and adapter trimming by CutAdapt	Sample	C70699	6949-JMM-0061_FP_cutadapt.log	5905	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0061_FP/stats/6949-JMM-0061_FP_cutadapt.log		78fdb1efb2edaaaaf1598543e9b7cfe8	2025-10-03T12:02:01Z	6949-JMM-0061_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b02bfa35-9b80-4018-90e3-bdda4ba201cc	dg.4DFC/b02bfa35-9b80-4018-90e3-bdda4ba201cc	RNA-Seq	C124261	RNA library strandedness report	Sample	C70699	6949-JMM-0094_strandedness.txt	1729	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0094/stats/6949-JMM-0094_strandedness.txt		a9fe886b8a1f3055a3ab3fdf0e8ae8ad	2025-10-03T12:02:01Z	6949-JMM-0094.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b032c37e-206f-4db0-9c09-17efd56103b0	dg.4DFC/b032c37e-206f-4db0-9c09-17efd56103b0	DNA-Seq	C153598	"VCF with SNP, insertions, and deletions from Mutect2 calling and FilterMutectCalls filtering. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls"	Sample	C70699	6949-JMM-0060_mutect2_somatic.filtered.vcf.gz	3190310	VCF	C172216	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0060/6949-JMM-0060_mutect2_somatic.filtered.vcf.gz		aa6e89097ef033b9d8dbf09c026535b1	2025-10-03T12:02:01Z	6949-JMM-0060.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b04b54e1-ed43-4945-ac9b-a964efc8b7f1	dg.4DFC/b04b54e1-ed43-4945-ac9b-a964efc8b7f1	DNA-Seq	C153598	"ASCAT CNV segments files containing the copy number segments of each sample without any rounding applied, extended to include _____________"	Sample	C70699	6949-JMM-0065.segments_raw.extend.txt	11344	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0065.segments_raw.extend.txt		c1ed12238f5dbb4a2dbf11b022ed2938	2025-10-03T12:02:01Z	6949-JMM-0065.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b04dd803-0bb9-4f14-b5d8-ec0f171484f4	dg.4DFC/b04dd803-0bb9-4f14-b5d8-ec0f171484f4	DNA-Seq	C153598	Log file from GATK BaseRecalibrator	Sample	C70699	6949-JMM-0063_FP_recal_data.table	219799	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0063_FP/stats/6949-JMM-0063_FP_recal_data.table		26f998ded44da3a6b558f5043ac810c2	2025-10-03T12:02:01Z	6949-JMM-0063_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b04f629b-7c14-466d-b94d-8f9e92662931	dg.4DFC/b04f629b-7c14-466d-b94d-8f9e92662931	DNA-Seq	C153598	"Plot showing ASCAT CNV profile. Containins the allele-specific copy-number of all assayed loci (copy-number on the Y-axis vs. the genomic location on the X-axis; for illustrative purposes only, both lines are slightly shifted such that they do not overlap; only probes heterozygous in the germline are shown). These ASCAT profiles allow accurate derivation of gains (which can be further subdivided into, e.g., duplications, triplications, and amplifications), losses (of one or more copies), copy-number-neutral events, and LOH."	Sample	C70699	6949-JMM-0046.ASCATprofile.png	59112	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0046.ASCATprofile.png		5e0458f49c931317f45790855eb732a5	2025-10-03T12:02:01Z	6949-JMM-0046.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b053f068-7872-4754-bb22-22ce7d5f40f1	dg.4DFC/b053f068-7872-4754-bb22-22ce7d5f40f1	DNA-Seq	C153598	Log file summarizing general sample QC metrics	Sample	C70699	6949-JMM-0040_summary_stats.txt	718	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0040/stats/6949-JMM-0040_summary_stats.txt		34cf9fd12ca5572d93481aa97ae0f222	2025-10-03T12:02:01Z	6949-JMM-0040.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0821030-5782-460f-8d82-4ea7a21ea869	dg.4DFC/b0821030-5782-460f-8d82-4ea7a21ea869	RNA-Seq	C124261	"Human BAM alignment file relative to the transcriptome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations."	Sample	C70699	6949-JMM-0103_human.transcript.sorted.bam	15002280273	BAM	C153249	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0103_human/bam/6949-JMM-0103_human.transcript.sorted.bam		ca2199201e4d3e7ff4c82677f893f677	2025-10-03T12:02:01Z	6949-JMM-0103.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b088b159-c971-456d-be46-b4bfa4ecf116	dg.4DFC/b088b159-c971-456d-be46-b4bfa4ecf116	DNA-Seq	C153598	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected B allele frequency (BAF)	Sample	C70699	6949-JMM-0041.BAF.PCFed.txt	1191773	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0041.BAF.PCFed.txt		5afaf1eac6db4bcbdc94b87eee7dd7c7	2025-10-03T12:02:01Z	6949-JMM-0041.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b08faff2-907a-4169-96f0-ad3ab478b3d5	dg.4DFC/b08faff2-907a-4169-96f0-ad3ab478b3d5	DNA-Seq	C153598	ASCAT CNV segments files containing the copy number segments of each sample without any rounding applied	Sample	C70699	6949-JMM-0056.segments_raw.txt	3167	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0056.segments_raw.txt		fd778271d2bfd8ff7f6e1b666d96aee4	2025-10-03T12:02:01Z	6949-JMM-0056.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0977287-5843-47af-a0b4-80161623a844	dg.4DFC/b0977287-5843-47af-a0b4-80161623a844	DNA-Seq	C153598	Plot showing B allele frequency and LogR ratior following Allele-Specific Piecewise Constant Fitting (ASPCF) correction	Sample	C70699	6949-JMM-0060.ASPCF.png	416355	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0060.ASPCF.png		e2cd8c6dba3645e71a18fc0965881581	2025-10-03T12:02:01Z	6949-JMM-0060.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b09a9652-2b4d-4c9d-8665-24f31b53524a	dg.4DFC/b09a9652-2b4d-4c9d-8665-24f31b53524a	RNA-Seq	C124261	"Human BAM alignment file relative to the genome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations."	Sample	C70699	6949-JMM-0090_human.STAR.genome.sorted.bam	17180986640	BAM	C153249	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0090_human/bam/6949-JMM-0090_human.STAR.genome.sorted.bam		fe365e6f2a7dccb6113f44801309d051	2025-10-03T12:02:01Z	6949-JMM-0090.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0ab9436-6985-4603-924c-2dc25fb8e8f9	dg.4DFC/b0ab9436-6985-4603-924c-2dc25fb8e8f9	DNA-Seq	C153598	MultiQC report file aggregating GATK/Picard metrics for MultiQC histograms	Sample	C70699	picard_histogram.txt	7	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/multiqc/multiqc_data/picard_histogram.txt		c9aa8a5ac6841ffb3a6cc2de45b44797	2025-10-03T12:02:01Z	6949-JMM-0060_FP.pdx.samp | 6949-JMM-0054_FP.pdx.samp | 6949-JMM-0048_FP.pdx.samp | 6949-JMM-0066_FP.pdx.samp | 6949-JMM-0042_FP.pdx.samp | 6949-JMM-0072_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0b8d059-bbe2-4e82-8ae5-6baaa6f66a6b	dg.4DFC/b0b8d059-bbe2-4e82-8ae5-6baaa6f66a6b	RNA-Seq	C124261	Mouse sample read group used in mapping	Sample	C70699	6949-JMM-0086_mouse_read_group.txt	132	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0086_mouse/stats/6949-JMM-0086_mouse_read_group.txt		8070d40e6a49ddac0b895a700c0a324b	2025-10-03T12:02:01Z	6949-JMM-0086.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0c93052-9392-4e53-b923-44ed6c1de48b	dg.4DFC/b0c93052-9392-4e53-b923-44ed6c1de48b	DNA-Seq	C153598	Log file summarizing general sample QC metrics	Sample	C70699	6949-JMM-0061_summary_stats.txt	726	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0061/stats/6949-JMM-0061_summary_stats.txt		cc4a042d1357445a84dd74453cb9d720	2025-10-03T12:02:01Z	6949-JMM-0061.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0c9914c-980a-411b-954c-d3a5ac341d9a	dg.4DFC/b0c9914c-980a-411b-954c-d3a5ac341d9a	RNA-Seq	C124261	"Human BAM alignment file relative to the genome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations."	Sample	C70699	6949-JMM-0075_human.STAR.genome.sorted.bam	12722061286	BAM	C153249	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0075_human/bam/6949-JMM-0075_human.STAR.genome.sorted.bam		73f771780dd957c04a0e9787d930c473	2025-10-03T12:02:01Z	6949-JMM-0075.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0cb4836-2515-40c0-bdfb-f8fc2bc87f6b	dg.4DFC/b0cb4836-2515-40c0-bdfb-f8fc2bc87f6b	DNA-Seq	C153598	GATK CoverageMetrics QC metrics	Sample	C70699	6949-JMM-0051_CoverageMetrics.txt	5723	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0051/stats/6949-JMM-0051_CoverageMetrics.txt		77293a33eb94053eacf256f7d12bb373	2025-10-03T12:02:01Z	6949-JMM-0051.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0db87ce-de60-46a8-915b-2abcb3946e83	dg.4DFC/b0db87ce-de60-46a8-915b-2abcb3946e83	RNA-Seq	C124261	Epstein-Barr virus (EBV) classification score. Model is likely EBV-transformed or is a lymphoma mode if z-score > cutoff threshold of 3	Sample	C70699	6949-JMM-0108_human.EBV_classifier.txt	67	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0108_human/6949-JMM-0108_human.EBV_classifier.txt		508ad0bd77b7eb4028c48d1f529b42d4	2025-10-03T12:02:01Z	6949-JMM-0108.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0e4fed0-d7c7-4f0f-b9ea-537eebd4c554	dg.4DFC/b0e4fed0-d7c7-4f0f-b9ea-537eebd4c554	DNA-Seq	C153598	"BAM index file for BAM derived from raw reads trimmed with CutAdapt, mapped with BWA to GRCh38,  primer sequence was removed with primerclip, and finally GATK BaseRecalibration and BQSR applicaiton."	Sample	C70699	6949-JMM-0064_FP_realigned_BQSR.bai	1495360	BAI	C190163	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0064_FP/bam/6949-JMM-0064_FP_realigned_BQSR.bai		7bc16a86c9315f296cad31ec21d534f0	2025-10-03T12:02:01Z	6949-JMM-0064_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0e778e5-30e2-4472-bfeb-c7b511b1f2e4	dg.4DFC/b0e778e5-30e2-4472-bfeb-c7b511b1f2e4	RNA-Seq	C124261	RNA library strandedness report	Sample	C70699	6949-JMM-0106_strandedness.txt	1729	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0106/stats/6949-JMM-0106_strandedness.txt		07158f2e051b86f22563c1a29b6c47ad	2025-10-03T12:02:01Z	6949-JMM-0106.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b0fb22f8-1c8c-45dd-8df7-e6d1e5cf3ccc	dg.4DFC/b0fb22f8-1c8c-45dd-8df7-e6d1e5cf3ccc	RNA-Seq	C124261	Epstein-Barr virus (EBV) classification score. Model is likely EBV-transformed or is a lymphoma mode if z-score > cutoff threshold of 3	Sample	C70699	6949-JMM-0104_human.EBV_classifier.txt	68	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0104_human/6949-JMM-0104_human.EBV_classifier.txt		e4ae47909120a2c07bcdb0a5a5f00c89	2025-10-03T12:02:01Z	6949-JMM-0104.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b110b201-2269-442d-8ab6-f8281c2acb6e	dg.4DFC/b110b201-2269-442d-8ab6-f8281c2acb6e	RNA-Seq	C124261	Report summarizing Xenome mouse and human read deconvolution	Sample	C70699	6949-JMM-0107_xenome_stats.txt	801	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0107/stats/6949-JMM-0107_xenome_stats.txt		185e87c947b75e226838fba73f244de9	2025-10-03T12:02:01Z	6949-JMM-0107.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b1175b56-5a99-4925-aab3-e7795df8c03f	dg.4DFC/b1175b56-5a99-4925-aab3-e7795df8c03f	DNA-Seq	C153598	Plot showing ASCAT model fit	Sample	C70699	6949-JMM-0042.sunrise.png	57066	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0042.sunrise.png		7a94bc8ad10d69389aafd6deef3db384	2025-10-03T12:02:01Z	6949-JMM-0042.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b1283189-091c-43dd-8904-e4d583d6e1c1	dg.4DFC/b1283189-091c-43dd-8904-e4d583d6e1c1	DNA-Seq	C153598	"Filtered insertion and deletion calls with dbSNP IDs. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls, and depth and quality filters. Variant were annotated with dbsnpID"	Sample	C70699	6949-JMM-0047_SNP_filtered_dbsnpID.vcf	18051907	VCF	C172216	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0047/6949-JMM-0047_SNP_filtered_dbsnpID.vcf		056dfa20c79c0bc91fa8945000349e0c	2025-10-03T12:02:01Z	6949-JMM-0047.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b12afa9e-6b95-4d02-bc94-942887df8062	dg.4DFC/b12afa9e-6b95-4d02-bc94-942887df8062	DNA-Seq	C153598	"Human deconvovled reads: read 1. Raw reads were quality trimmed with a custom python script, and then mouse and human reads were deconvolved with Xenome"	Sample	C70699	6949-JMM-0069_sorted_human_1.fastq.gz	9986923001	FASTQ	C172212	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0069/processed_reads/6949-JMM-0069_sorted_human_1.fastq.gz		8783e1daac5420cd0c3a2c803b3ed24f	2025-10-03T12:02:01Z	6949-JMM-0069.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b12ebd87-04e9-454f-a2c9-03c6b68e0001	dg.4DFC/b12ebd87-04e9-454f-a2c9-03c6b68e0001	DNA-Seq	C153598	FastQC html report for read 1. FastQC run on quality trimmed reads	Sample	C70699	6949-JMM-0055_R1.fastq.gz_filtered_trimmed_fastqc.html	617390	HTML	C142380	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0055/stats/6949-JMM-0055_R1.fastq.gz_filtered_trimmed_fastqc.html		7474495ae53589ae36f35ad983fc8e29	2025-10-03T12:02:01Z	6949-JMM-0055.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b136ce93-51d8-499c-b198-9c29ce53e37f	dg.4DFC/b136ce93-51d8-499c-b198-9c29ce53e37f	DNA-Seq	C153598	"Human deconvovled reads: read 1. Raw reads were quality trimmed with a custom python script, and then mouse and human reads were deconvolved with Xenome"	Sample	C70699	6949-JMM-0068_sorted_human_1.fastq.gz	8672515504	FASTQ	C172212	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0068/processed_reads/6949-JMM-0068_sorted_human_1.fastq.gz		eb809e6982fe73485293a3f836b0c2ff	2025-10-03T12:02:01Z	6949-JMM-0068.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b15ad85f-ea56-4082-94a6-eae6e48edce9	dg.4DFC/b15ad85f-ea56-4082-94a6-eae6e48edce9	DNA-Seq	C153598	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected LogR ratio	Sample	C70699	6949-JMM-0045.LogR.PCFed.txt	9340976	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0045.LogR.PCFed.txt		8423409f15c539ce9bc0e6ea2fc577c5	2025-10-03T12:02:01Z	6949-JMM-0045.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b16c5bd7-66b9-414c-98f8-cf05bee98035	dg.4DFC/b16c5bd7-66b9-414c-98f8-cf05bee98035	RNA-Seq	C124261	"Human isoform expression quantification from RSEM. Raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations. Mapped reads were quantified with RSEM"	Sample	C70699	6949-JMM-0105_human.isoforms.results	21770269	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0105_human/6949-JMM-0105_human.isoforms.results		24a06c67ee5f2514a369c6a2bdd2ca89	2025-10-03T12:02:01Z	6949-JMM-0105.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b16dd0d7-2c98-4950-8356-b15dbc319212	dg.4DFC/b16dd0d7-2c98-4950-8356-b15dbc319212	RNA-Seq	C124261	"Human BAM alignment file relative to the transcriptome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations."	Sample	C70699	6949-JMM-0091_human.transcript.sorted.bam	14453715549	BAM	C153249	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0091_human/bam/6949-JMM-0091_human.transcript.sorted.bam		3efb0cb0d5b3addb523622ca0d7e71f1	2025-10-03T12:02:01Z	6949-JMM-0091.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b17ed917-cf57-4d6a-8432-2b3a6ad97e73	dg.4DFC/b17ed917-cf57-4d6a-8432-2b3a6ad97e73	DNA-Seq	C153598	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected B allele frequency (BAF)	Sample	C70699	6949-JMM-0072.BAF.PCFed.txt	1732563	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0072.BAF.PCFed.txt		d9bf171ad03c9a060c0c0ee1caa82702	2025-10-03T12:02:01Z	6949-JMM-0072.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b1a81d0d-b057-43a4-a638-e0372b93daa6	dg.4DFC/b1a81d0d-b057-43a4-a638-e0372b93daa6	RNA-Seq	C124261	"Human isoform expression quantification from RSEM. Raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations. Mapped reads were quantified with RSEM"	Sample	C70699	6949-JMM-0102_human.isoforms.results	21791449	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0102_human/6949-JMM-0102_human.isoforms.results		ac5e871637cae7596c5542702d1be864	2025-10-03T12:02:01Z	6949-JMM-0102.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b203c579-86ad-45df-ae5b-89f16eb49874	dg.4DFC/b203c579-86ad-45df-ae5b-89f16eb49874	RNA-Seq	C124261	"Mouse BAM index file relative to the transcriptome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and mouse reads were mapped with STAR to GRCm38 with ensembl v102 annotations"	Sample	C70699	6949-JMM-0080_mouse.transcript.sorted.bam.bai	7115608	BAI	C190163	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0080_mouse/bam/6949-JMM-0080_mouse.transcript.sorted.bam.bai		8cdc7b39c5c5d8c99f761f7751b4f089	2025-10-03T12:02:01Z	6949-JMM-0080.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b207e65b-4b55-4543-8ab0-1fec1c5e1ce1	dg.4DFC/b207e65b-4b55-4543-8ab0-1fec1c5e1ce1	DNA-Seq	C153598	"Table of selected extracted fields from the final VCF of combined SNP and insertions and deletions following filtering by FilterMutectCalls, depth and quality filters and annoated with dbSNP IDs and SNPeff. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls, and depth and quality filters. Variant were annotated with dbsnpID and snpEFF"	Sample	C70699	6949-JMM-0041_snpsift_finalTable.txt	20747410	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0041/6949-JMM-0041_snpsift_finalTable.txt		4773f31565d0f7aeaa50bdc01cf722b8	2025-10-03T12:02:01Z	6949-JMM-0041.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b21b995c-6ac6-419b-9ea7-2c63e7118286	dg.4DFC/b21b995c-6ac6-419b-9ea7-2c63e7118286	RNA-Seq	C124261	"MultiQC report file aggregating FastP statistics, used in MultiQC plotting"	Sample	C70699	mqc_fastp-seq-content-n-plot_Read_1_Before_filtering.txt	51274	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/multiqc/multiqc_data/mqc_fastp-seq-content-n-plot_Read_1_Before_filtering.txt		bdd79872c5372527ccd7ff1b919ca5d3	2025-10-03T12:02:01Z	6949-JMM-0082.pdx.samp | 6949-JMM-0087.pdx.samp | 6949-JMM-0077.pdx.samp | 6949-JMM-0079.pdx.samp | 6949-JMM-0081.pdx.samp | 6949-JMM-0073.pdx.samp | 6949-JMM-0105.pdx.samp | 6949-JMM-0106.pdx.samp | 6949-JMM-0101.pdx.samp | 6949-JMM-0084.pdx.samp | 6949-JMM-0080.pdx.samp | 6949-JMM-0075.pdx.samp | 6949-JMM-0093.pdx.samp | 6949-JMM-0083.pdx.samp | 6949-JMM-0086.pdx.samp | 6949-JMM-0107.pdx.samp | 6949-JMM-0074.pdx.samp | 6949-JMM-0095.pdx.samp | 6949-JMM-0099.pdx.samp | 6949-JMM-0102.pdx.samp | 6949-JMM-0078.pdx.samp | 6949-JMM-0097.pdx.samp | 6949-JMM-0103.pdx.samp | 6949-JMM-0076.pdx.samp | 6949-JMM-0091.pdx.samp | 6949-JMM-0104.pdx.samp | 6949-JMM-0089.pdx.samp | 6949-JMM-0108.pdx.samp | 6949-JMM-0085.pdx.samp | 6949-JMM-0100.pdx.samp | 6949-JMM-0088.pdx.samp | 6949-JMM-0094.pdx.samp | 6949-JMM-0090.pdx.samp | 6949-JMM-0098.pdx.samp | 6949-JMM-0092.pdx.samp | 6949-JMM-0096.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/b2260c62-a5b3-46a4-a9d8-5d92ccf6183a	dg.4DFC/b2260c62-a5b3-46a4-a9d8-5d92ccf6183a	DNA-Seq	C153598	GATK Mutect2 FilterMutectCalls metrics	Sample	C70699	6949-JMM-0051_mutect2_somatic.filtered.vcf.gz.filteringStats.tsv	1983	TSV	C164049	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0051/stats/6949-JMM-0051_mutect2_somatic.filtered.vcf.gz.filteringStats.tsv		b5a6e652c46b0547de00830116068742	2025-10-03T12:02:01Z	6949-JMM-0051.pdx.samp	phs003163	phs003163.v1.p1
