reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72734536-03d2-11ef-b00c-cf1ae66b87f9	dg.4DFC/72734536-03d2-11ef-b00c-cf1ae66b87f9
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72736a2a-03d2-11ef-af36-3b3f21fb60dd	dg.4DFC/72736a2a-03d2-11ef-af36-3b3f21fb60dd
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72739022-03d2-11ef-aef9-2b9f1df01064	dg.4DFC/72739022-03d2-11ef-aef9-2b9f1df01064
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7273b642-03d2-11ef-9349-c3b6ec38a526	dg.4DFC/7273b642-03d2-11ef-9349-c3b6ec38a526
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7273dbd6-03d2-11ef-9a3f-8b4a1e794914	dg.4DFC/7273dbd6-03d2-11ef-9a3f-8b4a1e794914
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72740098-03d2-11ef-ad52-f300b54cb5a4	dg.4DFC/72740098-03d2-11ef-ad52-f300b54cb5a4
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7274265e-03d2-11ef-a62a-3b6c30fda38a	dg.4DFC/7274265e-03d2-11ef-a62a-3b6c30fda38a
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7274534a-03d2-11ef-8aaa-4bdca69564f3	dg.4DFC/7274534a-03d2-11ef-8aaa-4bdca69564f3
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72747866-03d2-11ef-a45a-2bf0a9a17c71	dg.4DFC/72747866-03d2-11ef-a45a-2bf0a9a17c71
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72749d14-03d2-11ef-8bd2-fb7184452f65	dg.4DFC/72749d14-03d2-11ef-8bd2-fb7184452f65
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7274c1cc-03d2-11ef-beff-3b5b56298a90	dg.4DFC/7274c1cc-03d2-11ef-beff-3b5b56298a90
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7274e9d6-03d2-11ef-bbc6-8f3ea9a08950	dg.4DFC/7274e9d6-03d2-11ef-bbc6-8f3ea9a08950
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72750f06-03d2-11ef-a602-ab767a46e07c	dg.4DFC/72750f06-03d2-11ef-a602-ab767a46e07c
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727533d2-03d2-11ef-94f8-03eb00389a50	dg.4DFC/727533d2-03d2-11ef-94f8-03eb00389a50
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727559a2-03d2-11ef-8eab-ab45d1fe1cc6	dg.4DFC/727559a2-03d2-11ef-8eab-ab45d1fe1cc6
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72757ffe-03d2-11ef-831f-37ecbb152708	dg.4DFC/72757ffe-03d2-11ef-831f-37ecbb152708
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7275a4ac-03d2-11ef-9dce-ab55091dfd29	dg.4DFC/7275a4ac-03d2-11ef-9dce-ab55091dfd29
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7275c950-03d2-11ef-887d-23d111a4c4c4	dg.4DFC/7275c950-03d2-11ef-887d-23d111a4c4c4
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7275eed0-03d2-11ef-b729-6b27f1852f61	dg.4DFC/7275eed0-03d2-11ef-b729-6b27f1852f61
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7276150e-03d2-11ef-8dc5-77934640c2aa	dg.4DFC/7276150e-03d2-11ef-8dc5-77934640c2aa
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7276398a-03d2-11ef-9dee-3f49f5bec263	dg.4DFC/7276398a-03d2-11ef-9dee-3f49f5bec263
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72765eb0-03d2-11ef-893a-a3e62fa7ccfa	dg.4DFC/72765eb0-03d2-11ef-893a-a3e62fa7ccfa
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7276837c-03d2-11ef-befa-e7030c15c933	dg.4DFC/7276837c-03d2-11ef-befa-e7030c15c933
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7276c058-03d2-11ef-973d-3763285349ed	dg.4DFC/7276c058-03d2-11ef-973d-3763285349ed
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7276ef6a-03d2-11ef-a26e-c314e91901de	dg.4DFC/7276ef6a-03d2-11ef-a26e-c314e91901de
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7277145e-03d2-11ef-8fca-db9cf3706171	dg.4DFC/7277145e-03d2-11ef-8fca-db9cf3706171
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727739b6-03d2-11ef-81c0-275c563e01dd	dg.4DFC/727739b6-03d2-11ef-81c0-275c563e01dd
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7277603a-03d2-11ef-bf0a-9347d1422561	dg.4DFC/7277603a-03d2-11ef-bf0a-9347d1422561
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727784ac-03d2-11ef-bf45-83899f298f4d	dg.4DFC/727784ac-03d2-11ef-bf45-83899f298f4d
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7277a9fa-03d2-11ef-a973-6b21c4e46d42	dg.4DFC/7277a9fa-03d2-11ef-a973-6b21c4e46d42
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7277cf34-03d2-11ef-a0a6-d3b1342a2984	dg.4DFC/7277cf34-03d2-11ef-a0a6-d3b1342a2984
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7277f4be-03d2-11ef-8547-8f0ddba96a58	dg.4DFC/7277f4be-03d2-11ef-8547-8f0ddba96a58
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727819bc-03d2-11ef-992a-8b996acf5add	dg.4DFC/727819bc-03d2-11ef-992a-8b996acf5add
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72783e38-03d2-11ef-bb6a-ff6551cfa762	dg.4DFC/72783e38-03d2-11ef-bb6a-ff6551cfa762
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727862fa-03d2-11ef-9b9d-031a5dfcf2e4	dg.4DFC/727862fa-03d2-11ef-9b9d-031a5dfcf2e4
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72788e2e-03d2-11ef-920d-bbf166f1af02	dg.4DFC/72788e2e-03d2-11ef-920d-bbf166f1af02
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7278b2f0-03d2-11ef-bfe5-031da0e11149	dg.4DFC/7278b2f0-03d2-11ef-bfe5-031da0e11149
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7278d848-03d2-11ef-9ca7-bf44faeb3511	dg.4DFC/7278d848-03d2-11ef-9ca7-bf44faeb3511
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7278fd78-03d2-11ef-82ee-b72090abff50	dg.4DFC/7278fd78-03d2-11ef-82ee-b72090abff50
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727923ca-03d2-11ef-bfcd-0f67d193f9f2	dg.4DFC/727923ca-03d2-11ef-bfcd-0f67d193f9f2
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72794846-03d2-11ef-bfd2-0744bb2d2efc	dg.4DFC/72794846-03d2-11ef-bfd2-0744bb2d2efc
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72796cc2-03d2-11ef-8e29-4bb13ce13dae	dg.4DFC/72796cc2-03d2-11ef-8e29-4bb13ce13dae
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727991de-03d2-11ef-9533-53e5d737effc	dg.4DFC/727991de-03d2-11ef-9533-53e5d737effc
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7279b844-03d2-11ef-a779-33d5b90442f1	dg.4DFC/7279b844-03d2-11ef-a779-33d5b90442f1
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7279dd56-03d2-11ef-80a2-2b52d24df4eb	dg.4DFC/7279dd56-03d2-11ef-80a2-2b52d24df4eb
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727a029a-03d2-11ef-a497-2f6cf26ea56d	dg.4DFC/727a029a-03d2-11ef-a497-2f6cf26ea56d
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727a2842-03d2-11ef-b4ec-5f40bbb54acd	dg.4DFC/727a2842-03d2-11ef-b4ec-5f40bbb54acd
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727a4e1c-03d2-11ef-9f3c-d7da4efa74c5	dg.4DFC/727a4e1c-03d2-11ef-9f3c-d7da4efa74c5
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727a72a2-03d2-11ef-9cee-1f04348a06ad	dg.4DFC/727a72a2-03d2-11ef-9cee-1f04348a06ad
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727a97c8-03d2-11ef-9646-bf2187487846	dg.4DFC/727a97c8-03d2-11ef-9646-bf2187487846
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727abcda-03d2-11ef-a99f-e71cb9847366	dg.4DFC/727abcda-03d2-11ef-a99f-e71cb9847366
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727ae214-03d2-11ef-a5a7-875cae40d13b	dg.4DFC/727ae214-03d2-11ef-a5a7-875cae40d13b
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727b0fa0-03d2-11ef-a02e-3ff772ab59b4	dg.4DFC/727b0fa0-03d2-11ef-a02e-3ff772ab59b4
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727b3480-03d2-11ef-a38b-f7a1d3e0109d	dg.4DFC/727b3480-03d2-11ef-a38b-f7a1d3e0109d
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727b5974-03d2-11ef-b3ba-4b25d1795817	dg.4DFC/727b5974-03d2-11ef-b3ba-4b25d1795817
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727b7f4e-03d2-11ef-8e32-97438cb4eddc	dg.4DFC/727b7f4e-03d2-11ef-8e32-97438cb4eddc
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727ba776-03d2-11ef-ad32-d764042cf4a0	dg.4DFC/727ba776-03d2-11ef-ad32-d764042cf4a0
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727bccba-03d2-11ef-8eab-6b4cedfb5818	dg.4DFC/727bccba-03d2-11ef-8eab-6b4cedfb5818
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727bf17c-03d2-11ef-96b8-e371c6d9ae65	dg.4DFC/727bf17c-03d2-11ef-96b8-e371c6d9ae65
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727c16d4-03d2-11ef-8db2-27c72dfffc1c	dg.4DFC/727c16d4-03d2-11ef-8db2-27c72dfffc1c
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727c3d4e-03d2-11ef-a2f0-af0b65cadc11	dg.4DFC/727c3d4e-03d2-11ef-a2f0-af0b65cadc11
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727c62ec-03d2-11ef-a1c1-4b34c7ca4474	dg.4DFC/727c62ec-03d2-11ef-a1c1-4b34c7ca4474
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727c890c-03d2-11ef-805a-83260f1db41d	dg.4DFC/727c890c-03d2-11ef-805a-83260f1db41d
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727cafb8-03d2-11ef-9c70-1bd6954b7242	dg.4DFC/727cafb8-03d2-11ef-9c70-1bd6954b7242
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727cd6e6-03d2-11ef-83c9-ffbdebf21638	dg.4DFC/727cd6e6-03d2-11ef-83c9-ffbdebf21638
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727cfc0c-03d2-11ef-ae03-5758f2153c9e	dg.4DFC/727cfc0c-03d2-11ef-ae03-5758f2153c9e
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727d2132-03d2-11ef-8a14-43b579d7c942	dg.4DFC/727d2132-03d2-11ef-8a14-43b579d7c942
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727d466c-03d2-11ef-a43d-2b3760add0b5	dg.4DFC/727d466c-03d2-11ef-a43d-2b3760add0b5
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727d6c14-03d2-11ef-8d98-53860a08e87d	dg.4DFC/727d6c14-03d2-11ef-8d98-53860a08e87d
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727d909a-03d2-11ef-bf53-6b1bd86281a8	dg.4DFC/727d909a-03d2-11ef-bf53-6b1bd86281a8
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727db692-03d2-11ef-8b85-c7df7992b30a	dg.4DFC/727db692-03d2-11ef-8b85-c7df7992b30a
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727ddc12-03d2-11ef-ad37-4bbd2466eb01	dg.4DFC/727ddc12-03d2-11ef-ad37-4bbd2466eb01
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727e01b0-03d2-11ef-bb22-eb628d58963b	dg.4DFC/727e01b0-03d2-11ef-bb22-eb628d58963b
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727e26a4-03d2-11ef-bcc0-fb9f82c6e8d7	dg.4DFC/727e26a4-03d2-11ef-bcc0-fb9f82c6e8d7
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727e4b5c-03d2-11ef-be6a-8b4f214b84d9	dg.4DFC/727e4b5c-03d2-11ef-be6a-8b4f214b84d9
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727e705a-03d2-11ef-9a38-231c49993f28	dg.4DFC/727e705a-03d2-11ef-9a38-231c49993f28
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727e968e-03d2-11ef-9b98-a7fe1ea5f803	dg.4DFC/727e968e-03d2-11ef-9b98-a7fe1ea5f803
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727ebb8c-03d2-11ef-80b6-d726494bbb9b	dg.4DFC/727ebb8c-03d2-11ef-80b6-d726494bbb9b
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727ee01c-03d2-11ef-a8ed-63055073e46c	dg.4DFC/727ee01c-03d2-11ef-a8ed-63055073e46c
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727f052e-03d2-11ef-a2b9-33761158f8a3	dg.4DFC/727f052e-03d2-11ef-a2b9-33761158f8a3
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727f2e50-03d2-11ef-b06c-3f7e361cab0c	dg.4DFC/727f2e50-03d2-11ef-b06c-3f7e361cab0c
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727f56e6-03d2-11ef-a6bc-bf9741683bd5	dg.4DFC/727f56e6-03d2-11ef-a6bc-bf9741683bd5
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727f7bbc-03d2-11ef-8429-37f01ad842bb	dg.4DFC/727f7bbc-03d2-11ef-8429-37f01ad842bb
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727fa024-03d2-11ef-9591-db76a8faddea	dg.4DFC/727fa024-03d2-11ef-9591-db76a8faddea
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727fc504-03d2-11ef-aba9-d7bc64812fe0	dg.4DFC/727fc504-03d2-11ef-aba9-d7bc64812fe0
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/727fecbe-03d2-11ef-8524-2f6221c13d07	dg.4DFC/727fecbe-03d2-11ef-8524-2f6221c13d07
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72801176-03d2-11ef-a23b-070d24b5bb59	dg.4DFC/72801176-03d2-11ef-a23b-070d24b5bb59
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/728035f2-03d2-11ef-a2f0-77d424c40d2e	dg.4DFC/728035f2-03d2-11ef-a2f0-77d424c40d2e
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72805b72-03d2-11ef-927a-0f6b45423e7a	dg.4DFC/72805b72-03d2-11ef-927a-0f6b45423e7a
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72808052-03d2-11ef-b941-db3862820ddc	dg.4DFC/72808052-03d2-11ef-b941-db3862820ddc
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7280a53c-03d2-11ef-9725-7f72c46c61ad	dg.4DFC/7280a53c-03d2-11ef-9725-7f72c46c61ad
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7280c99a-03d2-11ef-9b42-4f6b6b6680f0	dg.4DFC/7280c99a-03d2-11ef-9b42-4f6b6b6680f0
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7280ee8e-03d2-11ef-a0f5-8f275792ab3c	dg.4DFC/7280ee8e-03d2-11ef-a0f5-8f275792ab3c
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72811580-03d2-11ef-a091-0bc8ab4ebd78	dg.4DFC/72811580-03d2-11ef-a091-0bc8ab4ebd78
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72813a10-03d2-11ef-8760-fffd58d06bd1	dg.4DFC/72813a10-03d2-11ef-8760-fffd58d06bd1
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72815eaa-03d2-11ef-ab76-a7688c72cdc4	dg.4DFC/72815eaa-03d2-11ef-ab76-a7688c72cdc4
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/728183e4-03d2-11ef-a05d-436260951c34	dg.4DFC/728183e4-03d2-11ef-a05d-436260951c34
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7281ac02-03d2-11ef-baed-cbaf73f71147	dg.4DFC/7281ac02-03d2-11ef-baed-cbaf73f71147
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7281d0ba-03d2-11ef-9ebf-1bec0319eb57	dg.4DFC/7281d0ba-03d2-11ef-9ebf-1bec0319eb57
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7281f52c-03d2-11ef-810a-3b9e3047200c	dg.4DFC/7281f52c-03d2-11ef-810a-3b9e3047200c
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/728219e4-03d2-11ef-8c63-fb14489e936f	dg.4DFC/728219e4-03d2-11ef-8c63-fb14489e936f
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/728240a4-03d2-11ef-8a6a-2f0a7e8e27a6	dg.4DFC/728240a4-03d2-11ef-8a6a-2f0a7e8e27a6
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7282650c-03d2-11ef-9db8-3f76d22b46d8	dg.4DFC/7282650c-03d2-11ef-9db8-3f76d22b46d8
Not specified in data	ATAC-seq	Not specified in data	Genomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/72828a8c-03d2-11ef-bf40-d3b07d33035a	dg.4DFC/72828a8c-03d2-11ef-bf40-d3b07d33035a
